n,s,keyComparison,runtime
100000,14,1640442,15594
100000,15,1640442,11554
100000,16,1640442,11549
100000,17,1640442,11639
100000,18,1640442,11585
100000,19,1640442,11644
100000,20,1640442,11480
100000,21,1640442,11654
100000,22,1640442,11555
100000,23,1640442,11368
100000,24,1765656,11646
100000,25,1864412,12011
100000,26,1864412,14456
100000,27,1864412,11955
100000,28,1864412,11818
100000,29,1864412,11801
100000,30,1864412,11900
100000,31,1864412,12090
100000,32,1864412,11973
100000,33,1864412,11794
100000,34,1864412,11943
100000,35,1864412,11871
100000,36,1864412,11890
100000,37,1864412,11960
100000,38,1864412,11861
100000,39,1864412,11916
100000,40,1864412,12018
100000,41,1864412,11867
100000,42,1864412,11932
100000,43,1864412,11782
100000,44,1864412,12271
100000,45,1864412,11708
100000,46,1864412,12027
100000,47,1864412,11843
100000,48,1951249,12093
100000,49,2386528,13361
100000,50,2386528,13546
100000,51,2386528,13529
100000,52,2386528,13504
100000,53,2386528,15640
100000,54,2386528,13394
100000,55,2386528,15160
100000,56,2386528,13625
100000,57,2386528,13343
100000,58,2386528,13346
100000,59,2386528,13376
100000,60,2386528,13381
100000,61,2386528,13570
100000,62,2386528,13475
100000,63,2386528,13610
100000,64,2386528,13625
100000,65,2386528,13686
100000,66,2386528,13460
100000,67,2386528,13584
100000,68,2386528,13451
100000,69,2386528,13412
100000,70,2386528,13735
100000,71,2386528,13895
100000,72,2386528,13479
100000,73,2386528,13474
100000,74,2386528,13361
100000,75,2386528,13460
100000,76,2386528,13502
100000,77,2386528,15683
100000,78,2386528,13347
100000,79,2386528,13669
100000,80,2386528,13651
100000,81,2386528,13417
100000,82,2386528,13535
100000,83,2386528,13508
100000,84,2386528,13391
100000,85,2386528,13327
100000,86,2386528,13483
100000,87,2386528,13457
100000,88,2386528,13419
100000,89,2386528,13539
100000,90,2386528,13379
100000,91,2386528,13461
100000,92,2386528,13477
100000,93,2386528,13680
100000,94,2386528,13495
100000,95,2386528,13683
100000,96,2386528,13399
100000,97,2770132,14889
100000,98,3517746,17187
100000,99,3517746,17737
100000,1,1536637,14506
100000,2,1536637,12981
100000,3,1536538,12191
100000,4,1536958,11946
100000,5,1536958,11940
100000,6,1554603,11577
100000,7,1557641,11452
100000,8,1557641,11542
100000,9,1557641,11501
100000,10,1557641,11456
100000,11,1557641,11369
100000,12,1619048,11476
100000,13,1638422,11374
100000,14,1638422,12253
100000,15,1638422,11390
100000,16,1638422,11518
100000,17,1638422,11471
100000,18,1638422,11497
100000,19,1638422,13159
100000,20,1638422,11687
100000,21,1638422,11669
100000,22,1638422,12539
100000,23,1638422,11935
100000,24,1765017,11700
100000,25,1862439,11987
100000,26,1862439,11744
100000,27,1862439,11868
100000,28,1862439,11973
100000,29,1862439,12069
100000,30,1862439,11912
100000,31,1862439,11730
100000,32,1862439,12051
100000,33,1862439,11730
100000,34,1862439,11698
100000,35,1862439,11849
100000,36,1862439,11836
100000,37,1862439,12220
100000,38,1862439,11925
100000,39,1862439,11734
100000,40,1862439,11969
100000,41,1862439,11827
100000,42,1862439,11749
100000,43,1862439,11929
100000,44,1862439,11880
100000,45,1862439,11989
100000,46,1862439,11688
100000,47,1862439,11834
100000,48,1948698,12204
100000,49,2383593,14302
100000,50,2383593,26289
100000,51,2383593,26242
100000,52,2383593,26339
100000,53,2383593,26156
100000,54,2383593,26512
100000,55,2383593,26247
100000,56,2383593,26311
100000,57,2383593,26645
100000,58,2383593,26269
100000,59,2383593,26121
100000,60,2383593,26343
100000,61,2383593,26351
100000,62,2383593,26335
100000,63,2383593,26286
100000,64,2383593,26450
100000,65,2383593,26381
100000,66,2383593,26453
100000,67,2383593,26339
100000,68,2383593,26362
100000,69,2383593,26306
100000,70,2383593,26402
100000,71,2383593,26538
100000,72,2383593,26599
100000,73,2383593,26545
100000,74,2383593,26462
100000,75,2383593,26477
100000,76,2383593,26581
100000,77,2383593,26295
100000,78,2383593,26324
100000,79,2383593,26425
100000,80,2383593,26222
100000,81,2383593,26162
100000,82,2383593,26259
100000,83,2383593,26393
100000,84,2383593,26184
100000,85,2383593,26536
100000,86,2383593,26298
100000,87,2383593,26357
100000,88,2383593,26492
100000,89,2383593,26418
100000,90,2383593,26196
100000,91,2383593,26513
100000,92,2383593,26157
100000,93,2383593,26475
100000,94,2383593,26551
100000,95,2383593,26410
100000,96,2383593,26270
100000,97,2766390,28780
100000,98,3511047,33738
100000,99,3511047,33842
1000000,1,18674843,299297
1000000,2,18674843,161030
1000000,3,18675066,146394
1000000,4,18727814,141352
1000000,5,18727814,141081
1000000,6,18727814,142435
1000000,7,18820951,151410
1000000,8,19072624,152228
1000000,9,19072624,139063
1000000,10,19072624,154483
1000000,11,19072624,141701
1000000,12,19072624,150178
1000000,13,19072624,139943
1000000,14,19072624,157423
1000000,15,19886552,158284
1000000,16,20223529,160540
1000000,17,20223529,140042
1000000,18,20223529,156835
1000000,19,20223529,159882
1000000,20,20223529,158123
1000000,21,20223529,139331
1000000,22,20223529,141316
1000000,23,20223529,153497
1000000,24,20223529,165574
1000000,25,20223529,161345
1000000,26,20223529,139715
1000000,27,20223529,141757
1000000,28,20223529,161270
1000000,29,20223529,139221
1000000,30,21600560,142993
1000000,31,23192880,155893
1000000,32,23192880,150866
1000000,33,23192880,170154
1000000,34,23192880,151488
1000000,35,23192880,147626
1000000,36,23192880,149471
1000000,37,23192880,168448
1000000,38,23192880,152298
1000000,39,23192880,150311
1000000,40,23192880,150751
1000000,41,23192880,149868
1000000,42,23192880,169621
1000000,43,23192880,168814
1000000,44,23192880,156508
1000000,45,23192880,152441
1000000,46,23192880,175248
1000000,47,23192880,152992
1000000,48,23192880,153258
1000000,49,23192880,156116
1000000,50,23192880,156411
1000000,51,23192880,150185
1000000,52,23192880,151956
1000000,53,23192880,155048
1000000,54,23192880,154708
1000000,55,23192880,156946
1000000,56,23192880,148169
1000000,57,23192880,150416
1000000,58,23192880,172392
1000000,59,23192880,152497
1000000,60,23192880,159716
1000000,61,29682275,193408
1000000,62,29926078,181567
1000000,63,29926078,190294
1000000,64,29926078,181237
1000000,65,29926078,200906
1000000,66,29926078,179836
1000000,67,29926078,204956
1000000,68,29926078,173992
1000000,69,29926078,199736
1000000,70,29926078,199526
1000000,71,29926078,182792
1000000,72,29926078,180622
1000000,73,29926078,183142
1000000,74,29926078,182406
1000000,75,29926078,197600
1000000,76,29926078,180490
1000000,77,29926078,186262
1000000,78,29926078,185554
1000000,79,29926078,179417
1000000,80,29926078,205188
1000000,81,29926078,180246
1000000,82,29926078,184705
1000000,83,29926078,175184
1000000,84,29926078,178895
1000000,85,29926078,188570
1000000,86,29926078,194046
1000000,87,29926078,183203
1000000,88,29926078,208621
1000000,89,29926078,196405
1000000,90,29926078,201170
1000000,91,29926078,179133
1000000,92,29926078,182021
1000000,93,29926078,181901
1000000,94,29926078,198323
1000000,95,29926078,180637
1000000,96,29926078,200245
1000000,97,29926078,170611
1000000,98,29926078,185506
1000000,99,29926078,180777
1000000,1,18673949,159451
1000000,2,18673949,169803
1000000,3,18673939,147644
1000000,4,18726992,165333
1000000,5,18726992,139355
1000000,6,18726992,141887
1000000,7,18820454,138213
1000000,8,19072464,160307
1000000,9,19072464,138151
1000000,10,19072464,167829
1000000,11,19072464,138284
1000000,12,19072464,141522
1000000,13,19072464,144412
1000000,14,19072464,160157
1000000,15,19889098,165472
1000000,16,20224230,145576
1000000,17,20224230,146257
1000000,18,20224230,145884
1000000,19,20224230,166841
1000000,20,20224230,160742
1000000,21,20224230,142447
1000000,22,20224230,146139
1000000,23,20224230,141515
1000000,24,20224230,165940
1000000,25,20224230,140785
1000000,26,20224230,142140
1000000,27,20224230,174625
1000000,28,20224230,146662
1000000,29,20224230,141683
1000000,30,21602423,152597
1000000,31,23187154,161820
1000000,32,23187154,181497
1000000,33,23187154,154651
1000000,34,23187154,155092
1000000,35,23187154,158169
1000000,36,23187154,145443
1000000,37,23187154,176607
1000000,38,23187154,182965
1000000,39,23187154,175388
1000000,40,23187154,153693
1000000,41,23187154,177732
1000000,42,23187154,153547
1000000,43,23187154,158150
1000000,44,23187154,174034
1000000,45,23187154,183264
1000000,46,23187154,156108
1000000,47,23187154,157305
1000000,48,23187154,177616
1000000,49,23187154,155210
1000000,50,23187154,157060
1000000,51,23187154,157701
1000000,52,23187154,176628
1000000,53,23187154,152197
1000000,54,23187154,182558
1000000,55,23187154,170567
1000000,56,23187154,156529
1000000,57,23187154,158489
1000000,58,23187154,156453
1000000,59,23187154,186456
1000000,60,23187154,157112
1000000,61,29650215,208176
1000000,62,29894674,201939
1000000,63,29894674,201593
1000000,64,29894674,211985
1000000,65,29894674,198488
1000000,66,29894674,217004
1000000,67,29894674,206895
1000000,68,29894674,201667
1000000,69,29894674,170148
1000000,70,29894674,183855
1000000,71,29894674,182127
1000000,72,29894674,186223
1000000,73,29894674,186853
1000000,74,29894674,204769
1000000,75,29894674,183589
1000000,76,29894674,175782
1000000,77,29894674,185218
1000000,78,29894674,214974
1000000,79,29894674,201292
1000000,80,29894674,180487
1000000,81,29894674,196456
1000000,82,29894674,177515
1000000,83,29894674,210413
1000000,84,29894674,184831
1000000,85,29894674,211501
1000000,86,29894674,180469
1000000,87,29894674,203378
1000000,88,29894674,205505
1000000,89,29894674,203324
1000000,90,29894674,178366
1000000,91,29894674,206647
1000000,92,29894674,203233
1000000,93,29894674,180969
1000000,94,29894674,201675
1000000,95,29894674,203099
1000000,96,29894674,212664
1000000,97,29894674,179551
1000000,98,29894674,203176
1000000,99,29894674,200595
1000000,1,18674269,161779
1000000,2,18674269,180489
1000000,3,18674533,175150
1000000,4,18728487,170398
1000000,5,18728487,147734
1000000,6,18728487,166613
1000000,7,18822543,170996
1000000,8,19074149,139703
1000000,9,19074149,140655
1000000,10,19074149,164054
1000000,11,19074149,167888
1000000,12,19074149,165627
1000000,13,19074149,141706
1000000,14,19074149,164560
1000000,15,19890388,141805
1000000,16,20226577,163942
1000000,17,20226577,147540
1000000,18,20226577,160593
1000000,19,20226577,139974
1000000,20,20226577,147663
1000000,21,20226577,175849
1000000,22,20226577,138938
1000000,23,20226577,178932
1000000,24,20226577,139259
1000000,25,20226577,144775
1000000,26,20226577,145594
1000000,27,20226577,166440
1000000,28,20226577,140724
1000000,29,20226577,177251
1000000,30,21603245,175406
1000000,31,23188956,154233
1000000,32,23188956,179903
1000000,33,23188956,150897
1000000,34,23188956,156880
1000000,35,23188956,156469
1000000,36,23188956,176399
1000000,37,23188956,152290
1000000,38,23188956,153114
1000000,39,23188956,174598
1000000,40,23188956,156650
1000000,41,23188956,161891
1000000,42,23188956,155007
1000000,43,23188956,178328
1000000,44,23188956,178767
1000000,45,23188956,155173
1000000,46,23188956,181433
1000000,47,23188956,156829
1000000,48,23188956,181322
1000000,49,23188956,180132
1000000,50,23188956,178908
1000000,51,23188956,171927
1000000,52,23188956,148824
1000000,53,23188956,158025
1000000,54,23188956,174424
1000000,55,23188956,174571
1000000,56,23188956,184945
1000000,57,23188956,180032
1000000,58,23188956,152045
1000000,59,23188956,173863
1000000,60,23188956,177698
1000000,61,29662174,175508
1000000,62,29906588,197082
1000000,63,29906588,176097
1000000,64,29906588,183850
1000000,65,29906588,203872
1000000,66,29906588,209220
1000000,67,29906588,179303
1000000,68,29906588,204496
1000000,69,29906588,181491
1000000,70,29906588,184749
1000000,71,29906588,183032
1000000,72,29906588,217177
1000000,73,29906588,182539
1000000,74,29906588,184678
1000000,75,29906588,200530
1000000,76,29906588,180331
1000000,77,29906588,221106
1000000,78,29906588,180428
1000000,79,29906588,182581
1000000,80,29906588,217056
1000000,81,29906588,202560
1000000,82,29906588,175996
1000000,83,29906588,175698
1000000,84,29906588,218790
1000000,85,29906588,179320
1000000,86,29906588,185159
1000000,87,29906588,208674
1000000,88,29906588,206278
1000000,89,29906588,178039
1000000,90,29906588,184947
1000000,91,29906588,196041
1000000,92,29906588,179094
1000000,93,29906588,218558
1000000,94,29906588,180895
1000000,95,29906588,207683
1000000,96,29906588,213414
1000000,97,29906588,182666
1000000,98,29906588,206338
1000000,99,29906588,181225
10000000,1,220101607,2232365
10000000,2,220101607,1750958
10000000,3,220100556,1714144
10000000,4,220221169,1710146
10000000,5,221108580,1671504
10000000,6,221108580,1701996
10000000,7,221108580,2005788
10000000,8,221108580,1642632
10000000,9,223149120,1989602
10000000,10,226422944,1622256
10000000,11,226422944,1618793
10000000,12,226422944,1979267
10000000,13,226422944,1653401
10000000,14,226422944,1649070
10000000,15,226422944,1984668
10000000,16,226422944,1633352
10000000,17,226422944,1980597
10000000,18,226422944,1638931
10000000,19,241014654,1705568
