n,s,keyComparison,runtime
10000000,20,242331214,1721397
10000000,21,242331214,1733117
10000000,22,242331214,1751785
10000000,23,242331214,1749481
10000000,24,242331214,1739965
10000000,25,242331214,2023813
10000000,26,242331214,1707189
10000000,27,242331214,1740513
10000000,28,242331214,1750982
10000000,29,242331214,2005885
10000000,30,242331214,1730880
10000000,31,242331214,1739886
10000000,32,242331214,1752354
10000000,33,242331214,1776313
10000000,34,242331214,1776435
10000000,35,242331214,1775860
10000000,36,242331214,1793087
10000000,37,242331214,1811830
10000000,38,275255617,1897214
10000000,39,281269183,2155139
10000000,40,281269183,1890035
10000000,41,281269183,1912121
10000000,42,281269183,2154311
10000000,43,281269183,1893416
10000000,44,281269183,1890968
10000000,45,281269183,2175028
10000000,46,281269183,1888342
10000000,47,281269183,1899566
10000000,48,281269183,1930063
10000000,49,281269183,1958398
10000000,50,281269183,1919140
10000000,51,281269183,1921667
10000000,52,281269183,1934043
10000000,53,281269183,2179396
10000000,54,281269183,2163837
10000000,55,281269183,1982094
10000000,56,281269183,1875581
10000000,57,281269183,1896887
10000000,58,281269183,1915400
10000000,59,281269183,2174141
10000000,60,281269183,2190747
10000000,61,281269183,1864348
10000000,62,281269183,2151785
10000000,63,281269183,1856424
10000000,64,281269183,1892293
10000000,65,281269183,1901023
10000000,66,281269183,1920097
10000000,67,281269183,1919886
10000000,68,281269183,2191610
10000000,69,281269183,2177728
10000000,70,281269183,2179973
10000000,71,281269183,2176719
10000000,72,281269183,2168871
10000000,73,281269183,2170729
10000000,74,281269183,1790519
10000000,75,281269183,2187411
10000000,76,341538928,2079328
10000000,77,367336482,2217111
10000000,78,367336482,2568654
10000000,79,367336482,2201003
10000000,80,367336482,2229764
10000000,81,367336482,2566220
10000000,82,367336482,2216049
10000000,83,367336482,2557076
10000000,84,367336482,2536182
10000000,85,367336482,2198332
10000000,86,367336482,2615372
10000000,87,367336482,2543001
10000000,88,367336482,2196224
10000000,89,367336482,2384408
10000000,90,367336482,2214646
10000000,91,367336482,2567135
10000000,92,367336482,2526464
10000000,93,367336482,2194693
10000000,94,367336482,2233850
10000000,95,367336482,2233469
10000000,96,367336482,2258717
10000000,97,367336482,2567678
10000000,98,367336482,2243362
10000000,99,367336482,2250672
10000000,1,220100316,1859487
10000000,2,220100316,1762855
10000000,3,220100521,1757497
10000000,4,220222136,1775035
10000000,5,221109274,1753604
10000000,6,221109274,1729758
10000000,7,221109274,2065809
10000000,8,221109274,2054923
10000000,9,223155207,1675465
10000000,10,226418095,1709152
10000000,11,226418095,1718357
10000000,12,226418095,1744784
10000000,13,226418095,1737106
10000000,14,226418095,1760972
10000000,15,226418095,2514545
10000000,16,226418095,1621338
10000000,17,226418095,1662881
10000000,18,226418095,1663191
10000000,19,241017404,2035218
10000000,20,242329719,1729052
10000000,21,242329719,2041143
10000000,22,242329719,2048095
10000000,23,242329719,1683371
10000000,24,242329719,1709203
10000000,25,242329719,1743350
10000000,26,242329719,1750367
10000000,27,242329719,2049022
10000000,28,242329719,1728580
10000000,29,242329719,1744423
10000000,30,242329719,1753173
10000000,31,242329719,2036059
10000000,32,242329719,2028393
10000000,33,242329719,1698370
10000000,34,242329719,1718427
10000000,35,242329719,2052104
10000000,36,242329719,1707567
10000000,37,242329719,1744590
10000000,38,275258950,1888157
10000000,39,281254905,2185262
10000000,40,281254905,1892854
10000000,41,281254905,1902723
10000000,42,281254905,2185044
10000000,43,281254905,2195357
10000000,44,281254905,1855097
10000000,45,281254905,1883202
10000000,46,281254905,1898809
10000000,47,281254905,2177341
10000000,48,281254905,2184793
10000000,49,281254905,1880808
10000000,50,281254905,1899980
10000000,51,281254905,1910480
10000000,52,281254905,1918345
10000000,53,281254905,2178703
10000000,54,281254905,2196952
10000000,55,281254905,1853293
10000000,56,281254905,1894720
10000000,57,281254905,2193818
10000000,58,281254905,1883444
10000000,59,281254905,1891831
10000000,60,281254905,1912145
10000000,61,281254905,1922997
10000000,62,281254905,1926444
10000000,63,281254905,1942760
10000000,64,281254905,1930665
10000000,65,281254905,2181650
10000000,66,281254905,1909379
10000000,67,281254905,1928414
10000000,68,281254905,2217548
10000000,69,281254905,1901288
10000000,70,281254905,1922854
10000000,71,281254905,2165604
10000000,72,281254905,1935001
10000000,73,281254905,1941081
10000000,74,281254905,2207664
10000000,75,281254905,2182780
10000000,76,341578292,2136391
10000000,77,367387899,2322944
10000000,78,367387899,2630302
10000000,79,367387899,2588927
10000000,80,367387899,2604922
10000000,81,367387899,2189707
10000000,82,367387899,2488947
10000000,83,367387899,2215756
10000000,84,367387899,2221948
10000000,85,367387899,2242124
10000000,86,367387899,2304685
10000000,87,367387899,2618548
10000000,88,367387899,2584018
10000000,89,367387899,2574859
10000000,90,367387899,2184857
10000000,91,367387899,2582656
10000000,92,367387899,2097452
10000000,93,367387899,2581200
10000000,94,367387899,2567289
10000000,95,367387899,2141470
10000000,96,367387899,2200615
10000000,97,367387899,2607498
10000000,98,367387899,2191115
10000000,99,367387899,2200278
10000000,1,220101272,1836752
10000000,2,220101272,2211204
10000000,3,220100840,2156935
10000000,4,220222147,1672699
10000000,5,221106165,2035638
10000000,6,221106165,1638449
10000000,7,221106165,2054931
10000000,8,221106165,2050126
10000000,9,223147989,2037985
10000000,10,226414221,2031370
10000000,11,226414221,1610895
10000000,12,226414221,2024147
10000000,13,226414221,1612955
10000000,14,226414221,2043954
10000000,15,226414221,2010912
10000000,16,226414221,1611688
10000000,17,226414221,1615920
10000000,18,226414221,1643997
10000000,19,240995798,2058052
10000000,20,242304137,2044923
10000000,21,242304137,1647587
10000000,22,242304137,1693107
10000000,23,242304137,2047593
10000000,24,242304137,2042384
10000000,25,242304137,1648458
10000000,26,242304137,2047036
10000000,27,242304137,1653713
10000000,28,242304137,2041995
10000000,29,242304137,1668879
10000000,30,242304137,2038218
10000000,31,242304137,1659806
10000000,32,242304137,2051743
10000000,33,242304137,2048936
10000000,34,242304137,2021165
10000000,35,242304137,1671025
10000000,36,242304137,2064984
10000000,37,242304137,1673494
10000000,38,275253030,1828652
10000000,39,281259911,1880778
10000000,40,281259911,1848363
10000000,41,281259911,1893602
10000000,42,281259911,2215502
10000000,43,281259911,2068250
10000000,44,281259911,1769548
10000000,45,281259911,2201928
10000000,46,281259911,1802346
10000000,47,281259911,2189238
10000000,48,281259911,1829443
10000000,49,281259911,1847655
10000000,50,281259911,2179362
10000000,51,281259911,2167695
10000000,52,281259911,1787330
10000000,53,281259911,1844267
10000000,54,281259911,1853508
10000000,55,281259911,1898848
10000000,56,281259911,2204677
10000000,57,281259911,1859872
10000000,58,281259911,1877582
10000000,59,281259911,1887145
10000000,60,281259911,1848466
10000000,61,281259911,2197184
10000000,62,281259911,2199610
10000000,63,281259911,1828468
10000000,64,281259911,1851105
10000000,65,281259911,2193655
10000000,66,281259911,2204785
10000000,67,281259911,1826437
10000000,68,281259911,1852966
10000000,69,281259911,1887874
10000000,70,281259911,2235746
10000000,71,281259911,2217549
10000000,72,281259911,1867680
10000000,73,281259911,2186096
10000000,74,281259911,1835493
10000000,75,281259911,1843611
10000000,76,341552008,2471712
10000000,77,367309495,2601988
10000000,78,367309495,2203035
10000000,79,367309495,2226453
10000000,80,367309495,2577975
10000000,81,367309495,2207365
10000000,82,367309495,2580873
10000000,83,367309495,2224230
10000000,84,367309495,2587848
10000000,85,367309495,2218624
10000000,86,367309495,2581154
10000000,87,367309495,2564762
10000000,88,367309495,2169378
10000000,89,367309495,2195411
10000000,90,367309495,2217146
10000000,91,367309495,2247709
10000000,92,367309495,2227666
10000000,93,367309495,2602838
10000000,94,367309495,2237655
10000000,95,367309495,2242056
10000000,96,367309495,2251134
10000000,97,367309495,2612415
10000000,98,367309495,2366918
10000000,99,367309495,2558393
